#OTU ID	F10.392986	F23.392985	E1.392958	E31.393098	F36.393081	D5.392980	D13.5n.393036	E50.393121	E6.393046	D13.a.393151	D13.b.393109	D55.393021	D43.393029	D40.5n.393010	D42.5n.392965	D41.392964	F22.393105	F45.5n.393125	E21.393092	D36.393034	E19.393126	D9.b.393024	D35.393047	E46.392982	D53.393097	D34.393152	D24.393019	D37.393112	E7.393035	D33.393064	F52.xB.393134	F54.xAa.392971	F11.393140	D36.5n.392955	E11.b.393106	F52.xAb.393065	D6.393059	D52.6m.393073	D15.b.393025	D48.5n.393138	E17.b.393011	D54.393137	D45.392997	D48.393053	D55.6m.393150	D56.392999	F52.xA5n.393128	D52.392969	F53.xAa.392989	F8.392959	D37.5n.393100	D7.393009	F6.393012	F53.xB.393033	D46.393032	D50.393155	D47.393049	E25.393004	D46.5n.393023	E14.393108	D49.392993	E12.393141	E4.393060	D15.a.392972	F52.xAa.393143	D42.393130	D8.393124	D39.393153	D10.a.393084	D32.392957	E16.a.393116	E51.392992	F32.392983	F46.392987	E30.393091	D53.6m.393115	F16.392966	E10.393119	F35.393016	E52.393013	F43.392978	D56.6m.393061	D19.5n.393000	F9.393057	D38.393080	F54.xB.393101	F54.xAb.393017	F17.393154	D11.b.392956	D28.393022	F39.393044	F7.393045	D3.393129	D40.393027	F2.393038	D20.393127	D22.393118	E11.a.392976	D22.5n.393054	F40.5n.393040	F24.5n.393079	E41.393051	D21.b.393031	D12.392988	E37.393006	D19.b.393086	D4.393142	F26.393062	D16.a.393131	F34.393156	D16.b.393030	F33.393018	E52.393008	E44.392991	E23.393135	D9.5n.392973	F37.392981	D10.b.393074	E42.393003	E38.392961	D17.392970	E28.393026	E26.392994	E24.393014	E22.393067	F4.392979	E49.393145	E5.393088	E48.393111	E34.393050	E29.393048	F20.393132	E20.392995	E3.393133	D30.392996	E32.393085	E35.393077	D9.a.393068	F53.xAb.393123	E13.393149	E8.393058	E27.393110	D21.a.393001	E33.393096	D29.393071	F49.392962	D19.a.393146	F21.393041	F24.393090	D18.393069	D51.6m.392990	E17.a.392998	F30.393015	D2.393107	D26.392975	F47.393103	F25.393043	F17.5n.393102	F3.393113	E45.392984	F41.393020	D31.393093	F42.393052	E47.393083	D21.5n.392974	E18.393089	F18.393066	F14.393037	F1.393076	E40.393144	F13.392967	F38.392977	D1.393095	E39.393094	D10.5n.393082	F19.393042	E36.393087	E2.393114	F40.393099	D11.a.392963	D15.5n.393148	D27.393075	F44.393157	F27.393136	F45.393039	F29.393147	F28.393055	F31.393028	D14.393072	F5.393056	E9.393139	E43.393078	F12.393104	F11.5n.393122	F15.392968	F50.393120	F48.393005	D23.392960	D18.6m.393070	F51.393007	D25.393117	D51.393063	E16.b.393002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__Hespellia stercorisuis	12	0	24	45	3	0	0	2	10	0	0	2	5	0	0	0	5	0	0	1	0	6	3	5	3	3	0	7	14	7	3	7	2	1	37	1	5	0	0	2	7	0	3	0	1	0	3	0	8	1	7	2	0	4	4	3	4	0	1	4	0	11	1	0	2	0	0	8	0	3	18	15	3	0	13	0	7	11	9	1	4	0	1	3	8	2	6	8	1	0	1	2	3	3	2	7	0	6	0	1	7	1	3	1	6	3	0	0	1	8	4	10	3	46	0	10	1	1	5	18	3	15	0	0	0	8	0	2	0	3	1	4	0	10	3	13	3	2	3	4	7	0	0	4	0	0	0	0	2	4	4	7	3	0	0	0	0	2	0	3	1	0	3	0	2	8	3	7	0	3	5	2	0	5	1	0	7	0	5	0	0	0	0	0	0	0	0	4	0	0	1	7	2	7	1	1	0	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	0	1	0	2	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	5	0	2	3	0	1	0	0	5	0	0	0	0	0	2	0	0	1	0	0	1	1	1	0	2	0	1	1	1	1	1	3	1	2	1	0	1	0	1	0	0	0	1	5	1	1	0	0	0	1	1	0	0	1	0	0	1	3	1	3	0	1	2	1	1	1	0	0	1	1	0	8	0	0	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	2	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Herbinix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__Hespellia porcina	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	5	1	0	0	2	1	1	0	0	0	0	0	0	1	0	2	1	1	19	0	0	1	1	0	1	0	0	1	0	0	0	4	1	0	0	0	1	1	0	0	1	4	0	0	0	2	0	0	0	1	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	3	1	0	0	1	0	1	0	0	5	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium	22	6	19	106	2	41	9	19	66	16	11	86	167	147	218	165	8	10	31	54	35	23	83	29	60	60	4	37	88	75	71	32	7	49	24	27	73	26	39	94	27	59	69	39	148	54	48	29	55	160	41	48	20	165	66	55	60	167	42	22	15	39	43	40	56	186	52	92	9	123	27	37	13	16	108	83	24	18	20	36	0	80	3	171	37	30	25	2	9	13	2	55	16	180	3	7	7	32	6	6	16	30	3	11	83	10	140	17	52	12	14	40	48	11	99	33	2	2	34	52	12	38	262	145	23	3	29	42	35	29	87	10	12	81	15	32	44	44	104	32	59	172	9	89	24	4	2	4	4	6	14	28	28	2	26	54	23	5	20	52	3	13	9	37	6	43	2	15	15	23	9	2	14	17	9	3	38	27	0	3	7	9	4	32	1	35	9	18	9	6	12	17	3	9	9	9	3	0	9	4	2	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis	19	0	3	43	0	0	0	23	46	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	1	0	0	0	41	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	2	4	0	0	0	0	0	0	0	2	17	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	26	0	0	11	0	0	0	0	0	0	0	10	26	5	2	0	0	7	6	0	0	36	21	2	0	23	48	56	0	24	0	1	31	0	6	3	8	0	0	10	21	0	36	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	6	0	3	0	0	2	4	2	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0	0	3	9	0	0	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	6	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	8	9	1	0	0	3	5	0	0	9	8	1	0	6	5	16	1	2	0	0	4	0	1	0	3	0	1	1	7	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	2	1	3	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] celerecrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] aminophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium pacaense	0	23	9	3	13	7	14	35	89	26	9	6	24	31	19	32	16	97	0	10	325	11	15	43	22	13	3	17	71	14	14	2	8	3	10	5	26	8	4	9	11	6	15	11	12	10	13	7	20	5	23	10	11	48	3	5	1	115	8	14	4	2	22	0	13	20	6	9	5	8	9	37	11	157	2	7	9	17	10	9	21	20	0	17	9	8	7	5	6	11	11	12	10	19	9	7	10	20	11	17	25	27	10	11	74	7	28	1	25	10	5	24	32	0	106	19	11	4	38	38	12	9	65	140	94	17	55	145	125	43	4	16	71	2	27	41	64	8	19	11	44	24	6	131	5	3	3	12	12	9	3	9	18	0	39	224	1	20	14	22	8	0	22	31	3	33	11	7	7	15	2	13	6	43	4	1	20	132	26	4	0	22	33	1	19	15	3	9	0	4	5	8	5	1	7	7	10	0	7	1	15	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] aldenense	0	1	0	3	0	1	0	0	0	1	1	1	1	3	3	3	0	14	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	68	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	68	0	3	0	0	0	0	0	0	4	13	4	8	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	3	2	0	0	0	0	0	1	0	2	0	0	0	0	0	1	40	24	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	2	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	25	0	36	61	49	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	2	88	2	26	25	6	15	0	0	0	0	0	0	0	1	0	0	1	2	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] algidixylanolyticum	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] celerecrescens;t__[Clostridium] celerecrescens 18A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] polysaccharolyticum	80	24	59	2	0	43	19	2	61	15	21	0	61	0	4	1	34	1	1	90	1	100	39	45	23	60	0	5	49	82	24	56	21	22	160	28	41	44	0	45	229	3	73	41	6	63	104	22	82	10	15	32	65	56	23	99	26	0	12	124	66	209	54	0	39	5	23	17	2	64	195	4	28	0	3	1	22	222	15	69	0	53	0	18	46	44	18	5	26	0	0	14	0	1	21	1	0	325	1	0	33	38	0	26	227	0	0	1	1	13	3	60	6	2	0	46	0	7	40	98	7	1	0	1	0	0	1	0	5	93	0	43	0	0	0	1	90	139	3	261	2	1	0	2	1	0	0	35	16	1	23	221	4	0	0	0	3	46	1	60	0	0	0	18	0	89	18	25	13	15	37	0	32	58	3	7	66	0	0	5	0	0	0	0	0	5	0	30	1	0	19	31	26	19	19	0	0	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] lavalense	0	4	2	14	0	2	1	1	8	3	3	4	10	20	12	27	2	0	0	5	0	1	2	2	6	7	0	3	22	6	13	6	2	2	3	5	5	2	0	2	4	1	7	5	10	2	5	4	7	9	3	3	6	9	2	11	1	40	1	3	2	6	2	5	8	11	1	3	0	8	2	5	1	0	35	7	3	4	2	1	0	2	0	16	5	2	7	0	3	1	0	6	7	8	0	0	1	0	0	1	2	1	0	2	19	0	3	1	8	0	2	3	5	36	38	5	0	1	3	16	1	11	52	36	1	1	3	7	6	10	62	0	1	58	7	5	6	6	3	2	16	38	0	23	5	1	1	0	1	1	1	0	1	0	0	0	0	3	1	14	0	3	1	1	0	7	0	4	0	3	4	0	1	5	1	0	3	0	0	0	2	2	0	0	0	3	0	4	1	4	3	8	6	1	3	3	2	0	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] glycyrrhizinilyticum	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	3	3	0	0	0	0	2	0	0	1	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] populeti	0	6	19	1	4	2	0	21	4	2	0	4	43	16	9	12	3	6	0	5	0	56	11	5	11	11	0	15	4	31	17	5	0	0	9	10	10	5	0	9	10	2	25	5	3	4	17	5	37	2	15	9	14	14	7	6	10	0	5	30	1	11	4	0	12	16	7	5	0	6	251	27	3	1	4	6	1	4	10	4	1	11	1	8	24	5	8	0	1	0	1	9	2	11	5	1	0	3	0	5	9	2	0	2	3	2	4	0	2	4	1	5	4	0	0	8	3	1	4	0	1	2	0	0	0	0	12	13	2	0	0	1	0	0	0	1	4	5	5	21	3	0	0	1	1	1	0	2	7	3	1	18	0	0	0	2	0	6	4	2	2	0	5	3	3	15	5	1	0	0	0	3	0	6	0	0	1	0	0	0	0	1	0	0	1	2	0	3	0	0	1	3	0	3	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] symbiosum	7	0	0	6	0	1	0	7	2	0	0	1	4	2	0	1	1	0	0	0	0	0	0	0	0	2	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	2	0	1	0	0	1	0	0	0	1	39	0	1	2	0	2	0	0	0	2	1	0	0	0	13	0	0	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	12	0	2	30	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	6	0	60	1	0	0	0	2	1	6	14	36	11	0	9	7	1	0	8	0	0	12	3	0	2	0	1	0	2	16	0	17	25	4	0	0	0	0	1	0	5	0	4	11	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	2	0	0	0	9	0	0	0	15	0	0	0	0	1	2	2	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens	0	5	0	0	0	1	1	2	1	3	3	16	2	39	2	23	0	3	0	0	0	0	1	0	2	4	0	0	0	6	1	0	0	0	1	0	0	0	0	0	1	1	2	1	4	1	0	1	4	15	0	3	3	3	0	2	2	0	3	0	0	0	2	0	0	79	5	5	0	3	0	1	0	2	11	6	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	53	4	1	0	0	0	4	6	1	1	1	0	0	42	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	1	3	1	1	0	0	0	1	1	0	0	2	0	1	0	0	0	4	5	0	0	0	2	0	1	1	0	3	0	0	4	0	0	0	1	0	1	0	1	0	0	0	5	0	0	1	1	0	3	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	11	8	21	8	0	1	5	4	14	8	4	5	5	4	0	2	12	2	15	1	20	25	1	9	0	1	2	0	13	1	4	3	5	0	18	4	3	2	1	1	12	2	0	0	4	2	2	0	11	7	2	2	2	5	1	2	0	17	1	28	1	18	4	0	4	3	1	2	1	2	8	11	1	3	89	2	1	30	12	5	1	0	0	1	5	2	6	3	3	0	2	1	1	5	0	0	1	43	1	4	11	20	2	5	6	5	4	1	17	11	3	7	12	0	8	21	4	4	4	12	8	2	14	13	7	2	2	5	9	10	1	8	14	22	8	11	5	40	4	14	10	11	2	10	4	0	0	4	11	17	1	17	5	0	0	1	3	3	3	6	4	1	2	3	6	11	5	2	3	7	0	1	0	5	0	1	5	10	2	3	0	0	1	0	0	6	0	5	0	3	3	2	1	0	1	3	0	1	1	0	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Mobilitalea	0	0	0	5	0	0	1	0	0	0	0	1	1	2	1	0	0	0	0	3	0	0	3	0	0	2	0	2	0	1	0	1	0	5	0	0	1	1	0	3	2	0	0	0	0	0	0	0	5	0	1	0	0	1	2	2	1	0	0	1	0	2	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	1	0	0	3	0	0	4	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	36	7	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	48	0	0	2	33	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	0	1	48	1	40	5	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira multipara;t__Lachnospira multipara ATCC 19207	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	4	1	1	0	0	1	0	0	3	2	2	0	0	0	0	0	2	0	0	1	4	1	0	0	0	0	0	1	0	0	2	1	0	0	1	2	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	2	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	5	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	3	0	0	1	0	4	0	0	0	2	2	0	1	0	2	0	2	1	1	3	1	1	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira pectinoschiza	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia formatexigens	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	16	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	1	12	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	2	26	1	16	0	1	38	0	0	0	0	0	0	0	0	0	0	0	4	0	0
