#SampleID	Var	ControlVar
SRS017017.574566	Oral	969:241746
SRS011541.572042	Oral	969:241837
SRS015524.576068	Oral	969:241707
SRS017416.574700	Oral	969:241703
SRS014960.570560	Oral	969:241727
SRS016600.574934	Oral	969:241690
SRS020545.570885	Oral	969:241821
SRS015522.572726	Oral	969:241707
SRS018023.570445	Oral	969:241734
SRS014875.570612	Oral	969:241830
SRS057949.571981	Oral	969:241853
SRS011545.573108	Oral	969:241837
SRS017420.571170	Oral	969:241703
SRS021875.570656	Oral	969:241744
SRS014349.570453	Oral	969:241736
SRS013193.573564	Oral	969:241704
SRS018212.572677	Oral	969:241765
SRS049266.570476	Oral	969:241875
SRS020247.573008	Oral	969:241798
SRS014255.573776	Oral	969:241791
SRS019345.575395	Oral	969:241771
SRS024694.574596	Oral	969:241753
SRS023266.574467	Oral	969:241770
SRS022564.574582	Oral	969:241817
SRS017416.576429	Oral	969:241703
SRS017307.573991	Gastrointestinal_tract	969:241839
SRS016940.574600	Oral	969:241792
SRS021001.576365	Oral	969:241806
SRS017659.574872	Oral	969:241775
SRS019345.574265	Oral	969:241771
SRS014424.571335	Oral	969:241812
SRS022247.571988	Oral	969:241786
SRS022562.576581	Oral	969:241817
SRS016930.570775	Oral	969:241792
SRS016070.574063	Oral	969:241741
SRS020724.572210	Oral	969:241759
SRS014917.570598	Oral	969:241808
SRS017898.571248	Oral	969:241799
SRS057608.571486	Oral	969:241890
SRS011547.572005	Oral	969:241837
SRS052454.576344	Oral	969:257127
SRS011621.574052	Gastrointestinal_tract	969:241795
SRS017304.574533	Oral	969:241676
SRS018335.574624	Oral	969:241695
SRS014657.572768	Oral	969:241720
SRS017363.570258	Oral	969:241674
SRS016016.575528	Oral	969:241708
SRS013508.570342	Oral	969:241676
SRS017414.573654	Oral	969:241703
SRS062457.574777	Oral	969:268869
SRS011367.572195	Oral	969:241767
SRS065144.572426	Oral	969:268877
SRS015233.572860	Oral	969:241729
SRS054970.574717	Oral	969:241856
SRS050114.574411	Oral	969:241890
SRS013508.572382	Oral	969:241676
SRS014422.572875	Oral	969:241812
SRS011563.574400	Oral	969:241834
SRS042298.572300	Oral	969:241890
SRS015303.570218	Oral	969:241787
SRS053142.573674	Oral	969:241879
SRS051466.575266	Oral	969:241860
SRS042884.571500	Oral	969:257113
SRS023687.576230	Oral	969:241751
SRS015625.575679	Oral	969:241784
SRS014554.570500	Oral	969:241730
SRS017414.570334	Oral	969:241703
SRS024708.571657	Oral	969:241753
SRS015633.575692	Oral	969:241784
SRS016331.571080	Oral	969:241813
SRS017410.574589	Oral	969:241703
SRS015716.571066	Oral	969:241756
SRS016775.574193	Oral	969:241715
SRS015468.572711	Oral	969:241743
SRS016718.575577	Oral	969:241836
SRS014597.574348	Oral	969:241693
SRS017665.576427	Oral	969:241775
SRS018513.572822	Oral	969:241667
SRS011417.572328	Oral	969:241709
SRS017786.572438	Oral	969:241782
SRS011634.574140	Oral	969:241795
SRS013191.572320	Oral	969:241704
SRS011563.573203	Oral	969:241834
SRS014607.575449	Oral	969:241693
SRS018204.570329	Oral	969:241765
SRS011518.572645	Oral	969:241702
SRS014351.574048	Oral	969:241736
SRS011460.573122	Oral	969:241760
SRS022059.573825	Oral	969:241738
SRS011669.575099	Oral	969:241764
SRS022687.573267	Oral	969:241689
SRS023258.571633	Oral	969:241770
SRS021191.573875	Oral	969:241842
SRS023689.572425	Oral	969:241751
SRS023379.574353	Oral	969:241697
SRS022370.572087	Oral	969:241768
SRS022368.575181	Oral	969:241768
SRS043620.575792	Oral	969:257113
SRS023260.571802	Oral	969:241770
SRS020484.570285	Oral	969:241733
SRS024698.575407	Oral	969:241753
SRS021201.573174	Oral	969:241842
SRS011496.571437	Oral	969:241673
SRS015311.574775	Oral	969:241787
SRS022689.572074	Oral	969:241689
SRS020604.575203	Oral	969:241740
SRS021390.574570	Oral	969:241774
SRS022691.573371	Oral	969:241689
SRS020716.572746	Oral	969:241759
SRS022376.574922	Oral	969:241768
SRS021686.575749	Oral	969:241688
SRS022372.573780	Oral	969:241768
SRS021682.570914	Oral	969:241688
SRS022243.570466	Oral	969:241786
SRS020997.571044	Oral	969:241806
SRS044038.572290	Oral	969:257113
SRS023264.572103	Oral	969:241770
SRS023685.571160	Oral	969:241751
SRS021804.572984	Oral	969:241849
SRS023381.573544	Oral	969:241697
SRS013656.574608	Oral	969:241672
SRS018268.572422	Oral	969:241785
SRS018797.573706	Oral	969:241731
SRS020012.573871	Oral	969:241847
SRS015466.572522	Oral	969:241743
SRS018797.576418	Oral	969:241731
SRS014599.573244	Oral	969:241693
SRS016771.571870	Oral	969:241715
SRS020012.576407	Oral	969:241847
SRS011671.572779	Oral	969:241764
SRS021451.574393	Oral	969:241754
SRS043392.572142	Oral	969:241880
SRS013195.574485	Oral	969:241704
SRS011627.572976	Oral	969:241795
SRS013189.570565	Oral	969:241704
SRS051311.576526	Oral	969:241860
SRS011508.572603	Oral	969:241702
SRS016930.575382	Oral	969:241792
SRS043886.573273	Oral	969:241891
SRS022047.575066	Oral	969:241738
SRS015665.573239	Oral	969:241845
SRS022814.574083	Oral	969:241816
SRS014317.573552	Oral	969:241844
SRS017133.576266	Oral	969:241814
SRS011663.570619	Oral	969:241764
SRS063907.574138	Oral	969:268869
SRS013502.574778	Oral	969:241676
SRS014566.575521	Oral	969:241730
SRS011559.576361	Oral	969:241834
SRS015023.574401	Oral	969:241718
SRS014138.572637	Oral	969:241736
SRS065545.570293	Oral	969:268876
SRS018272.573145	Oral	969:241785
SRS058805.575795	Oral	969:241872
SRS014432.572326	Oral	969:241812
SRS013652.575167	Oral	969:241672
SRS014562.570872	Oral	969:241730
SRS051657.571954	Oral	969:241891
SRS014560.574910	Oral	969:241730
SRS016531.575671	Oral	969:241831
SRS018270.571036	Oral	969:241785
SRS055124.570539	Oral	969:241853
SRS014132.572559	Oral	969:241844
SRS011485.574379	Oral	969:241673
SRS020308.575864	Oral	969:241829
SRS011596.571816	Oral	969:241783
SRS017124.570439	Oral	969:241814
SRS016275.573255	Oral	969:241681
SRS018445.572659	Oral	969:241826
SRS016880.572985	Oral	969:241745
SRS011365.576399	Oral	969:241767
SRS065665.572519	Gastrointestinal_tract	969:257118
SRS057069.575394	Oral	969:241886
SRS020720.571070	Oral	969:241759
SRS011569.573686	Oral	969:241834
SRS021814.570948	Oral	969:241849
SRS049389.575772	Oral	969:241884
SRS047414.572945	Oral	969:241884
SRS015627.573052	Oral	969:241784
SRS018090.572010	Oral	969:241671
SRS021077.576052	Oral	969:241694
SRS011669.570746	Oral	969:241764
SRS022693.574312	Oral	969:241689
SRS020610.570350	Oral	969:241740
SRS047606.575487	Oral	969:257123
SRS017481.575912	Oral	969:241721
SRS053893.575111	Oral	969:257127
SRS020539.571785	Oral	969:241821
SRS017420.570810	Oral	969:241703
SRS014865.575320	Oral	969:241830
SRS055574.570370	Oral	969:241873
SRS020777.574163	Oral	969:241780
SRS020553.571003	Oral	969:241821
SRS020600.576193	Oral	969:241740
SRS050457.576087	Oral	969:257123
SRS017408.572557	Oral	969:241703
SRS015714.571806	Oral	969:241756
SRS018337.575352	Oral	969:241695
SRS016493.572283	Oral	969:241794
SRS016271.576598	Oral	969:241681
SRS016529.572228	Oral	969:241831
SRS016420.575163	Oral	969:241749
SRS014426.575548	Oral	969:241812
SRS020602.574133	Oral	969:241740
SRS024706.570427	Oral	969:241753
SRS042087.570839	Oral	969:257123
SRS014867.571352	Oral	969:241830
SRS021445.574028	Oral	969:241754
SRS020653.572358	Oral	969:241776
SRS018264.576572	Oral	969:241785
SRS022303.572354	Oral	969:241841
SRS017224.571962	Oral	969:241838
SRS022560.572111	Oral	969:241817
SRS018327.573045	Oral	969:241695
SRS013650.574432	Oral	969:241672
SRS062549.572742	Oral	969:268877
SRS018258.571097	Oral	969:241785
SRS023383.572694	Oral	969:241697
SRS047094.572785	Oral	969:241852
SRS056304.570865	Oral	969:241852
SRS020940.572478	Oral	969:241752
SRS018795.576445	Oral	969:241731
SRS018384.574243	Oral	969:241797
SRS022816.572894	Oral	969:241816
SRS046986.573257	Oral	969:241886
SRS018605.572150	Oral	969:241758
SRS011631.571015	Oral	969:241795
SRS018214.570641	Oral	969:241765
SRS016543.576556	Oral	969:241831
SRS018388.572035	Oral	969:241797
SRS011433.572592	Oral	969:241709
SRS011373.573322	Oral	969:241767
SRS011663.574477	Oral	969:241764
SRS011569.571511	Oral	969:241834
SRS042619.573512	Oral	969:241884
SRS017667.576128	Oral	969:241775
SRS014552.575992	Oral	969:241730
SRS015681.574258	Oral	969:241845
SRS016325.574134	Oral	969:241813
SRS011417.570780	Oral	969:241709
SRS020496.576100	Oral	969:241733
SRS011589.575334	Oral	969:241783
SRS020661.571918	Oral	969:241776
SRS021748.572096	Oral	969:241706
SRS021816.573480	Oral	969:241849
SRS020659.575987	Oral	969:241776
SRS023695.575032	Oral	969:241751
SRS011598.571055	Oral	969:241783
SRS017142.572169	Oral	969:241814
SRS016355.572533	Oral	969:241839
SRS011624.570298	Oral	969:241795
SRS018749.571348	Oral	969:241832
SRS043408.573613	Oral	969:241808
SRS021330.574115	Oral	969:241735
SRS018453.570514	Oral	969:241826
SRS016014.571728	Oral	969:241708
SRS017090.573422	Oral	969:241705
SRS023805.573833	Oral	969:241742
SRS020310.575172	Oral	969:241829
SRS022683.574332	Oral	969:241689
SRS016932.571984	Oral	969:241792
SRS013784.570314	Oral	969:241819
SRS013729.571259	Oral	969:241725
SRS021259.575349	Oral	969:241669
SRS013699.572981	Oral	969:241725
SRS020241.572537	Oral	969:241798
SRS013567.571829	Oral	969:241796
SRS020312.574655	Oral	969:241829
SRS020306.571286	Oral	969:241829
SRS021435.573365	Oral	969:241754
SRS016008.570888	Oral	969:241708
SRS016880.576536	Oral	969:241745
SRS063524.570449	Gastrointestinal_tract	969:268869
SRS011624.572147	Oral	969:241795
SRS017471.576529	Oral	969:241721
SRS020259.573410	Oral	969:241798
SRS020938.570540	Oral	969:241752
SRS048973.572994	Oral	969:241852
SRS016329.572715	Oral	969:241813
SRS021388.574688	Oral	969:241774
SRS013203.574575	Oral	969:241704
SRS013774.576519	Oral	969:241819
SRS017788.573983	Oral	969:241782
SRS018515.573181	Oral	969:241667
SRS020773.570241	Oral	969:241780
SRS015998.570239	Oral	969:241708
SRS014253.576094	Oral	969:241791
SRS062796.571754	Oral	969:268865
SRS021861.570435	Oral	969:241744
SRS013717.574324	Oral	969:241725
SRS022693.570875	Oral	969:241689
SRS015576.571891	Oral	969:241802
SRS022882.570869	Oral	969:241698
SRS015239.574564	Oral	969:241729
SRS020665.570268	Oral	969:241776
SRS017292.574815	Oral	969:241724
SRS013201.576199	Oral	969:241704
SRS022309.575766	Oral	969:241841
SRS017896.571760	Oral	969:241799
SRS013141.575813	Oral	969:241794
SRS021871.571608	Oral	969:241744
SRS023815.575452	Oral	969:241742
SRS018276.575519	Oral	969:241785
SRS015399.574998	Oral	969:241682
SRS020316.575736	Oral	969:241829
SRS014661.574108	Oral	969:241720
SRS017715.571643	Oral	969:241710
SRS023817.571571	Oral	969:241742
SRS015629.570245	Oral	969:241784
SRS021003.572842	Oral	969:241806
SRS018266.571318	Oral	969:241785
SRS044435.576582	Oral	969:241884
SRS046956.573497	Oral	969:257113
SRS022558.575557	Oral	969:241817
SRS044446.575403	Oral	969:257133
SRS022572.571476	Oral	969:241817
SRS051758.572576	Oral	969:257127
SRS011496.572361	Oral	969:241673
SRS015972.575991	Oral	969:241769
SRS016775.573749	Oral	969:241715
SRS016467.575665	Oral	969:241846
SRS046244.574407	Oral	969:257123
SRS050155.575447	Oral	969:241873
SRS023697.572219	Oral	969:241751
SRS021867.571329	Oral	969:241744
SRS023691.570949	Oral	969:241751
SRS021083.570607	Oral	969:241694
SRS055927.575484	Oral	969:257113
SRS023809.573775	Oral	969:241742
SRS016060.573600	Oral	969:241741
SRS015710.572003	Oral	969:241756
SRS022317.570845	Oral	969:241841
SRS015401.573664	Oral	969:241682
SRS016934.575711	Oral	969:241792
SRS020541.571177	Oral	969:241821
SRS020543.571413	Oral	969:241821
SRS062811.575324	Oral	969:268878
SRS019253.573891	Oral	969:241800
SRS065203.574959	Oral	969:268878
SRS015401.572171	Oral	969:241682
SRS013255.573658	Oral	969:241833
SRS018206.575669	Oral	969:241765
SRS019998.573639	Oral	969:241847
SRS015362.572763	Oral	969:241811
SRS020251.571734	Oral	969:241798
SRS014913.573299	Oral	969:241808
SRS054461.575014	Gastrointestinal_tract	969:241871
SRS024682.575524	Gastrointestinal_tract	969:241753
SRS042415.573963	Gastrointestinal_tract	969:241854
SRS017394.570518	Gastrointestinal_tract	969:241703
SRS017997.575028	Gastrointestinal_tract	969:241734
SRS022806.575236	Oral	969:241816
SRS021736.574188	Oral	969:241706
SRS014235.575451	Gastrointestinal_tract	969:241791
SRS020314.575041	Oral	969:241829
SRS016990.572825	Gastrointestinal_tract	969:241746
SRS051098.573036	Oral	969:257127
SRS048964.572722	Oral	969:257123
SRS017394.572238	Gastrointestinal_tract	969:241703
SRS021193.571117	Oral	969:241842
SRS020833.574002	Oral	969:241677
SRS020543.575160	Oral	969:241821
SRS016938.573810	Oral	969:241792
SRS013801.571266	Gastrointestinal_tract	969:241794
SRS021127.570416	Oral	969:241801
SRS021808.573429	Oral	969:241849
SRS020541.574975	Oral	969:241821
SRS023683.570766	Oral	969:241751
SRS022049.575618	Oral	969:241738
SRS017394.575884	Gastrointestinal_tract	969:241703
SRS020008.575051	Oral	969:241847
SRS023262.571143	Oral	969:241770
SRS021322.576579	Oral	969:241735
SRS020999.572888	Oral	969:241806
SRS024700.573791	Oral	969:241753
SRS014655.570952	Oral	969:241720
SRS020251.573745	Oral	969:241798
SRS047859.572185	Oral	969:241864
SRS014756.574682	Oral	969:241824
SRS017473.572752	Oral	969:241721
SRS018331.570553	Oral	969:241695
SRS053271.574213	Oral	969:241890
SRS017418.571546	Oral	969:241703
SRS014235.573815	Gastrointestinal_tract	969:241791
SRS022237.575094	Oral	969:241786
SRS013662.573790	Oral	969:241672
SRS022820.570658	Oral	969:241816
SRS052249.571509	Oral	969:257122
SRS023815.570223	Oral	969:241742
SRS021009.570698	Oral	969:241806
SRS023254.573559	Oral	969:241770
SRS022045.571339	Oral	969:241738
SRS057265.573325	Oral	969:257122
SRS011488.575610	Oral	969:241673
SRS023391.574995	Oral	969:241697
SRS017139.573399	Oral	969:241814
SRS065507.575945	Oral	969:268865
SRS047180.574885	Oral	969:241857
SRS017288.575469	Oral	969:241724
SRS044146.570376	Gastrointestinal_tract	969:257133
SRS021316.574084	Oral	969:241735
SRS057977.575431	Oral	969:257122
SRS044811.574535	Oral	969:257122
SRS022311.571382	Oral	969:241841
SRS016535.570531	Oral	969:241831
SRS022810.573727	Oral	969:241816
SRS017394.574155	Gastrointestinal_tract	969:241703
SRS020767.575668	Oral	969:241780
SRS021865.572612	Oral	969:241744
SRS020549.576423	Oral	969:241821
SRS016152.575818	Gastrointestinal_tract	969:241696
SRS014999.573319	Gastrointestinal_tract	969:241718
SRS011157.576495	Gastrointestinal_tract	969:241686
SRS011413.574891	Gastrointestinal_tract	969:241702
SRS014287.574014	Gastrointestinal_tract	969:241825
SRS045414.575582	Gastrointestinal_tract	969:241874
SRS018733.576038	Gastrointestinal_tract	969:241832
SRS020290.575215	Gastrointestinal_tract	969:241829
SRS020823.571171	Oral	969:241677
SRS020545.575788	Oral	969:241821
SRS017402.570407	Oral	969:241703
SRS046313.573233	Gastrointestinal_tract	969:241891
SRS046382.571580	Gastrointestinal_tract	969:241875
SRS021065.570555	Gastrointestinal_tract	969:241694
SRS018250.572026	Gastrointestinal_tract	969:241785
SRS018817.576371	Gastrointestinal_tract	969:241731
SRS016095.576115	Gastrointestinal_tract	969:241701
SRS045613.573221	Gastrointestinal_tract	969:241879
SRS052471.571491	Gastrointestinal_tract	969:241852
SRS016841.574223	Gastrointestinal_tract	969:241745
SRS017412.572580	Oral	969:241703
SRS013762.575688	Gastrointestinal_tract	969:241819
SRS014978.574493	Gastrointestinal_tract	969:241727
SRS019990.575633	Gastrointestinal_tract	969:241847
SRS024704.576019	Oral	969:241753
SRS065466.573967	Gastrointestinal_tract	969:257130
SRS016535.573905	Oral	969:241831
SRS016517.572220	Gastrointestinal_tract	969:241831
SRS018084.570512	Oral	969:241671
SRS020829.573858	Oral	969:241677
SRS017288.573689	Oral	969:241724
SRS011405.573854	Gastrointestinal_tract	969:241834
SRS063068.571182	Gastrointestinal_tract	969:268878
SRS017764.574643	Gastrointestinal_tract	969:241782
SRS014434.572353	Oral	969:241812
SRS064335.576415	Gastrointestinal_tract	969:268865
SRS014442.576591	Gastrointestinal_tract	969:241812
SRS016841.576191	Gastrointestinal_tract	969:241745
SRS048838.571581	Gastrointestinal_tract	969:241863
SRS023302.575573	Gastrointestinal_tract	969:241835
SRS016539.575444	Oral	969:241831
SRS019267.572944	Gastrointestinal_tract	969:241800
SRS021109.576014	Gastrointestinal_tract	969:241801
SRS063138.571059	Gastrointestinal_tract	969:268876
SRS017878.574593	Gastrointestinal_tract	969:241799
SRS014958.575046	Oral	969:241727
SRS056105.571880	Oral	969:241873
SRS022159.574664	Gastrointestinal_tract	969:241683
SRS016400.574860	Gastrointestinal_tract	969:241749
SRS013490.574260	Gastrointestinal_tract	969:241676
SRS043804.574131	Gastrointestinal_tract	969:241886
SRS017701.572771	Gastrointestinal_tract	969:241710
SRS013177.574389	Gastrointestinal_tract	969:241704
SRS021241.571478	Gastrointestinal_tract	969:241669
SRS017103.576059	Gastrointestinal_tract	969:241814
SRS065725.572916	Gastrointestinal_tract	969:257108
SRS015190.574603	Gastrointestinal_tract	969:241675
SRS011621.570901	Gastrointestinal_tract	969:241795
SRS015911.574784	Gastrointestinal_tract	969:241778
SRS015911.572245	Gastrointestinal_tract	969:241778
SRS014613.575883	Gastrointestinal_tract	969:241693
SRS064321.574734	Gastrointestinal_tract	969:257132
SRS018088.576347	Oral	969:241671
SRS057759.574185	Oral	969:257123
SRS020926.575158	Gastrointestinal_tract	969:241752
SRS014823.573220	Gastrointestinal_tract	969:241793
SRS020641.575934	Gastrointestinal_tract	969:241776
SRS013687.574921	Gastrointestinal_tract	969:241725
SRS043299.571343	Gastrointestinal_tract	969:241861
SRS014442.574962	Gastrointestinal_tract	969:241812
SRS016517.576573	Gastrointestinal_tract	969:241831
SRS011413.572250	Gastrointestinal_tract	969:241702
SRS057267.575683	Gastrointestinal_tract	969:241873
SRS052471.570830	Gastrointestinal_tract	969:241852
SRS054590.570811	Gastrointestinal_tract	969:241882
SRS011405.576483	Gastrointestinal_tract	969:241834
SRS017521.574116	Gastrointestinal_tract	969:241691
SRS023365.574376	Gastrointestinal_tract	969:241697
SRS016437.570695	Gastrointestinal_tract	969:241846
SRS018076.571839	Gastrointestinal_tract	969:241671
SRS018607.575108	Gastrointestinal_tract	969:241758
SRS015960.575325	Gastrointestinal_tract	969:241769
SRS013490.572039	Gastrointestinal_tract	969:241676
SRS021853.573601	Gastrointestinal_tract	969:241744
SRS013216.572775	Gastrointestinal_tract	969:241833
SRS022735.571961	Gastrointestinal_tract	969:241670
SRS023791.575870	Gastrointestinal_tract	969:241742
SRS020470.572461	Gastrointestinal_tract	969:241733
SRS015281.574499	Gastrointestinal_tract	969:241787
SRS018190.571470	Gastrointestinal_tract	969:241765
SRS016753.575947	Gastrointestinal_tract	969:241715
SRS046349.571012	Gastrointestinal_tract	969:241853
SRS020887.574220	Oral	969:241679
SRS017266.574666	Gastrointestinal_tract	969:241724
SRS015962.570257	Oral	969:241769
SRS021664.571072	Gastrointestinal_tract	969:241688
SRS014345.572672	Gastrointestinal_tract	969:241844
SRS020290.576064	Gastrointestinal_tract	969:241829
SRS017641.575969	Gastrointestinal_tract	969:241775
SRS049157.576520	Gastrointestinal_tract	969:257123
SRS018817.575802	Gastrointestinal_tract	969:241731
SRS017521.573614	Gastrointestinal_tract	969:241691
SRS017521.570962	Gastrointestinal_tract	969:241691
SRS016018.576061	Gastrointestinal_tract	969:241708
SRS020698.571008	Gastrointestinal_tract	969:241759
SRS048008.572082	Gastrointestinal_tract	969:241867
SRS016916.571068	Gastrointestinal_tract	969:241792
SRS045607.576274	Gastrointestinal_tract	969:241866
SRS021427.570998	Gastrointestinal_tract	969:241754
SRS016267.574460	Gastrointestinal_tract	969:241681
SRS021175.572518	Gastrointestinal_tract	969:241842
SRS057473.571462	Oral	969:241884
SRS020869.573690	Gastrointestinal_tract	969:241679
SRS018559.572688	Gastrointestinal_tract	969:241851
SRS022798.573725	Gastrointestinal_tract	969:241816
SRS011529.572499	Gastrointestinal_tract	969:241837
SRS017103.573710	Gastrointestinal_tract	969:241814
SRS016203.576485	Gastrointestinal_tract	969:241687
SRS020006.575579	Oral	969:241847
SRS022225.570741	Gastrointestinal_tract	969:241786
SRS015017.570397	Oral	969:241718
SRS018489.573389	Gastrointestinal_tract	969:241667
SRS014572.575816	Gastrointestinal_tract	969:241730
SRS021364.571294	Gastrointestinal_tract	969:241774
SRS011529.575498	Gastrointestinal_tract	969:241837
SRS046349.572107	Gastrointestinal_tract	969:241853
SRS049959.573354	Gastrointestinal_tract	969:241884
SRS052196.570693	Gastrointestinal_tract	969:241890
SRS048853.572732	Gastrointestinal_tract	969:257113
SRS013191.572832	Oral	969:241704
SRS018607.574882	Gastrointestinal_tract	969:241758
SRS017142.570290	Oral	969:241814
SRS021427.576368	Gastrointestinal_tract	969:241754
SRS048973.572271	Oral	969:241852
SRS014257.572289	Oral	969:241791
SRS048722.571397	Gastrointestinal_tract	969:241857
SRS057473.571939	Oral	969:241884
SRS017641.576524	Gastrointestinal_tract	969:241775
SRS043804.573505	Gastrointestinal_tract	969:241886
SRS018443.573268	Oral	969:241826
SRS019846.571914	Gastrointestinal_tract	969:241790
SRS049959.574584	Gastrointestinal_tract	969:241884
SRS043408.571151	Oral	969:241808
SRS016539.573599	Oral	969:241831
SRS057267.575643	Gastrointestinal_tract	969:241873
SRS020527.575553	Gastrointestinal_tract	969:241821
SRS016585.571610	Gastrointestinal_tract	969:241690
SRS015017.573435	Oral	969:241718
