#OTU ID	EM086.441698	EM082.441607	EM068.441712	EM065.441667	EM059.T3.441604	EMC08.441752	EM079.441724	EM040.441709	EM044.441601	EM124.441697	EM094.T3.441588	EM062.441720	EM134.441735	EM090.T3.441662	EM039.441743	EM106.441745	EM150.441648	EM083.T3.441744	EM071.441747	EMC04.441704	EM095.T3.441590	EM034.441676	EM064.441592	EM091.441686	EM057.441605	EM145.441690	EM063.441621	EM109.441669	EM032.441683	EM061.441673	EM047.T3.441645	EM059.441715	EM056.441606	EM078.441658	EMC01.441661	EM090.441664	EM088.441638	EM070.441682	EM077.441646	EM133.441663	EM055.441603	EM156.441613	EM108.441694	EM049.441600	EM072.T3.441632	EM130.441701	EM165.441597	EM049.T3.441671	EM031.441732	EM168.441668	EM167.441702	EMC07.441636	EM146.441718	EM081.441618	EM093.441602	EM122.441699	EM152.441730	EM140.441608	EM063.T3.441695	EM052.441625	EM047.441722	EM101.441623	EM076.441622	EM102.441633	EM141.441684	EM086.T3.441746	EM054.T3.441749	EMC06.441610	EM137.441680	EM118.441693	EM056.T3.441716	EM100.441714	EMC09.441635	EM093.T3.441670	EM174.441652	EM155.441678	EM074.441596	EM103.441691	EM043.441739	EM138.441753	EM066.T3.441647	EM151.441595	EM178.441705	EM169.441653	EM144.441736	EM147.441617	EM073.T3.441721	EM036.441587	EM050.441672	EM111.441634	EM042.441674	EM136.441650	EM080.441727	EM100.T3.441627	EM110.441723	EM084.441599	EM055.T3.441626	EM065.T3.441614	EM054.441707	EM098.441733	EM159.441719	EM125.441659	EM163.441642	EM162.441728	EM089.T3.441624	EM038.441649	EM075.441644	EM179.441612	EM182.441681	EM071.T3.441734	EM066.441656	EM067.441615	EM126.441679	EM060.T3.441729	EM094.441640	EM046.441741	EM092.441616	EM173.441754	EM057.T3.441589	EM112.441630	EM113.441619	EM131.441591	EM058.441637	EM072.441643	EM077.T3.441639	EM129.441689	EM114.441710	EM089.441742	EM033.441685	EM096.441706	EM148.441631	EM222.441725	EM142.441711	EM116.441657	EM117.441609	EM149.441655	EM132.441696	EM160.441703	EMC03.441713	EM053.441738	EM098.T3.441740	EM115.441641	EM158.441731	EM166.441748	EM170.441651	EM209.441665	EMC02.441750	EM087.441726	EM107.441620	EMC05.441628	EM053.T3.441688	EM105.441629	EM085.441675	EM073.441594	EM180.441692	EM099.441708	EM069.441700	EM123.441687	EM139.441611	EM082.T3.441751	EM183.441654	EM083.441666	EM035.441593	EM037.441737	EM095.441717	EM135.441660	EM060.441677
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetitomaculum;s__Acetitomaculum ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerocolumna	0	0	0	0	0	0	0	1	77	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	2	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerobium;s__Anaerobium acetethylicum	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	32	59	31	42	48	101	76	82	73	328	306	167	17	250	46	6	45	63	164	127	74	162	53	112	91	158	143	89	48	678	370	93	52	75	68	231	77	115	38	62	109	43	47	179	87	69	29	110	26	22	109	58	60	220	335	800	104	179	150	78	82	31	243	60	16	42	76	131	95	128	28	37	149	233	270	410	249	23	67	53	121	115	1077	49	123	88	96	99	76	68	43	50	18	58	77	203	145	62	78	35	21	66	77	108	241	84	50	110	65	62	52	38	186	18	188	31	84	56	6	70	21	109	380	197	117	87	30	123	184	105	153	70	12	66	30	104	59	34	71	643	63	27	38	56	36	24	60	14	7	165	18	281	268	49	55	67	44	865	29	114	36	164	165	34	27	57	68
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	26	17	0	38	2	54	7	103	35	52	21	89	7	88	16	0	46	69	117	201	2	56	273	51	0	25	30	54	348	234	62	5	7	11	207	32	19	45	34	1	32	9	15	149	18	5	21	146	112	6	29	26	19	77	181	19	32	38	63	5	3	68	136	13	17	19	10	79	4	53	7	143	142	30	39	118	17	2	0	671	59	3	0	8	15	0	29	6	0	1	44	13	1	50	99	155	57	99	1	0	12	45	120	26	595	66	51	20	2	60	42	2	128	21	27	6	35	225	0	0	16	8	103	29	140	25	4	208	46	1	2	57	8	28	4	8	1	13	44	470	1	0	1	5	18	0	65	15	1	50	38	244	45	34	19	27	2	0	4	41	9	121	88	9	1	15	42
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	23	1	0	0	0	0	0	11	0	5	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	726	0	0	0	8	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	1	1	0	0	17	0	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	1	98	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum;t__Blautia obeum ATCC 29174	28	0	0	3	4	4	5	8	10	317	9	4	0	31	16	1	2	26	5	15	9	0	42	3	26	166	39	0	13	16	0	1	2	3	15	37	9	32	136	22	48	53	15	48	5	11	8	39	7	16	1	33	33	64	196	0	0	2	12	1	0	9	0	2	16	5	0	14	6	29	9	21	0	80	0	3	168	2	6	9	21	8	5	27	14	0	91	22	10	22	17	1	15	28	3	52	87	1	2	2	13	4	81	13	18	38	5	3	1	6	8	2	1	0	4	1	17	4	0	0	12	18	50	20	52	6	12	6	0	0	6	21	12	164	37	4	5	20	5	4	1	0	23	3	6	0	19	0	2	1	0	44	2	42	6	51	2	0	2	0	2	19	110	46	5	4	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia luti	17	23	2	4	14	18	11	15	29	237	21	27	8	143	34	0	36	61	113	94	5	70	52	72	5	51	22	0	75	188	229	5	13	60	30	120	17	98	63	101	28	17	47	31	1	3	8	21	175	10	4	22	45	161	38	0	42	90	19	5	38	23	48	6	162	38	15	30	3	129	4	41	88	14	0	4	174	0	26	33	51	26	1	10	28	0	53	11	13	6	75	15	14	18	27	152	35	33	14	13	9	62	17	32	103	5	6	39	1	38	14	23	3	24	46	2	8	11	2	0	35	62	41	15	715	13	21	31	13	29	25	12	8	24	18	36	1	10	27	61	4	0	9	3	2	4	95	10	7	65	1	31	30	63	40	62	6	0	9	63	5	105	140	37	0	4	35
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia faecis	9	18	0	16	5	8	14	15	12	24	81	42	26	59	5	0	37	15	23	10	6	18	39	22	35	117	98	2	20	19	28	57	11	41	26	43	33	103	9	17	9	48	9	24	21	7	21	41	11	3	0	39	7	18	93	2	159	56	77	23	9	36	15	8	6	21	12	17	21	18	8	20	168	10	3	0	57	2	10	11	22	27	11	16	19	1	53	18	5	11	39	13	7	40	15	15	15	66	19	23	3	16	56	56	12	5	28	1	2	8	4	7	4	4	20	9	10	43	3	24	10	23	26	120	46	29	8	4	6	20	114	5	5	1	160	11	3	5	18	19	24	13	5	26	2	0	13	6	3	48	2	134	28	20	8	135	85	27	12	6	5	20	59	13	1	30	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia caecimuris	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	13	23	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	0	29	0	0	0	0	2	0	0	0	0	16	0	126	0	0	0	0	0	0	3	0	0	0	0	0	0	2	5	0	0	0	0	1	1	4	0	0	0	24	0	0	0	0	0	4	0	0	4	0	0	19	0	20	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia glucerasea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	5	64	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	21	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum	8	0	2	0	0	1	3	0	12	44	0	5	3	5	5	2	3	1	7	2	3	0	4	0	1	29	12	0	7	1	0	8	0	2	2	10	2	5	7	2	6	4	3	2	6	2	3	2	1	2	0	3	6	8	13	0	0	31	0	2	0	14	2	0	1	2	1	1	7	2	1	3	1	13	1	0	16	1	2	6	3	1	6	4	5	0	8	6	1	5	1	0	2	2	0	9	5	4	2	1	1	0	8	4	1	16	3	3	0	0	1	1	1	2	2	2	3	0	0	1	1	1	11	0	7	1	2	0	0	0	4	5	1	25	10	10	0	1	2	1	0	0	0	3	0	1	1	0	0	4	0	14	5	0	1	3	1	0	5	0	1	4	14	7	0	3	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia luti;t__Blautia luti DSM 14534	0	0	0	1	0	0	0	3	0	3	0	1	0	0	0	0	1	3	1	0	3	0	0	1	2	1	1	0	1	0	0	0	0	8	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	5	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	1	3	1	0	2	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	0	2	5	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	45	0	0	2	1	1	0	0	0	1	0	0	0	0	0	8	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus] torques	0	9	50	12	126	0	280	8	2	156	0	1	13	54	0	0	31	3	1	2	0	39	1	0	31	204	100	1	4	27	95	5	1	2	0	195	9	39	0	23	7	17	0	27	11	5	74	24	0	11	26	32	25	14	103	640	41	59	259	0	14	3	19	7	3	1	23	0	2	14	0	0	1	1	184	39	18	9	209	0	2	13	69	18	53	9	8	0	326	202	3	7	7	0	5	14	2	9	10	142	48	1	168	62	0	10	0	31	8	4	0	7	32	2	10	0	0	18	120	296	52	16	0	11	0	27	9	0	94	17	7	76	0	267	39	23	114	81	0	34	39	119	22	23	14	1	5	0	0	2	12	80	0	10	5	77	1	224	35	22	15	9	0	13	0	23	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus] gnavus;t__Ruminococcus gnavus ATCC 29149	0	3	50	7	4	0	21	0	0	38	0	756	0	42	4	5	14	0	0	0	27	11	0	0	84	31	1	439	0	23	51	4	0	34	0	30	11	47	0	11	18	46	0	1	0	248	18	2	3	5	25	1	0	1	0	346	16	36	1	304	10	0	21	1474	1	0	698	0	0	0	0	0	0	0	120	110	5	17	396	5	0	0	54	20	21	108	2	3	96	10	0	0	0	0	16	0	4	3	635	197	137	0	45	74	0	0	1	10	23	44	0	3	35	0	0	65	0	56	7	116	11	27	0	0	2	0	18	0	0	5	4	28	9	199	3	1	23	206	0	126	247	7	34	148	43	56	0	0	0	2	28	3	0	1	0	190	30	306	1	14	9	10	6	0	0	1	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus] gnavus	0	2	3	0	1	0	3	0	0	5	0	83	0	1	0	0	1	0	0	0	0	4	0	0	2	2	0	59	0	5	4	0	0	6	0	1	0	1	0	0	0	3	0	0	0	26	1	0	0	0	4	0	0	0	0	42	3	0	0	28	0	0	2	140	1	0	41	0	0	0	0	0	1	0	12	11	0	1	54	0	0	0	2	4	7	10	0	2	27	5	0	0	0	0	2	0	0	0	49	12	9	0	9	10	0	0	0	2	0	5	0	0	11	0	0	3	0	8	0	11	0	1	0	0	1	0	0	0	0	0	1	14	2	23	0	0	4	14	0	17	5	1	2	6	1	3	0	0	0	0	5	3	0	0	1	14	3	21	0	2	2	0	0	0	0	3	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	7	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0	0	0	0	0	29	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	38	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia schinkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	7	0	0	15	0	235	63	23	32	2	90	20	27	7	2	15	2	0	49	3	9	0	5	304	2	9	28	2	11	395	0	4	3	52	99	0	0	77	43	6	226	1	6	4	7	6	4	1	5	0	10	41	5	17	236	0	0	2	18	4	0	14	0	4	1	9	1	38	5	3	3	83	14	48	0	14	16	9	4	1	21	4	1	35	228	0	2	8	1	0	3	2	2	273	4	10	14	4	30	1	4	10	1	75	46	267	16	1	0	6	15	35	0	0	9	14	11	2	0	0	0	0	188	6	105	24	3	59	136	4	3	6	1	21	18	120	15	1	7	0	1	2	0	0	3	2	10	2	6	202	0	1	13	0	0	2	0	0	0	0	1	2	6	3	0	2	103
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio crossotus	1017	0	0	212	0	2	0	0	934	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	252	21	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	1	138	0	883	0	0	0	0	0	0	0	0	0	0	688	0	0	0	1	6	265	0	308	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	52	0	0	1	13	0	0	0	34	0	1	0	0	0	0	9	204	0	491	262	0	0	0	0	0	21	0	1	0	0	0	110	0	0	0	0	3	0	0	0	1	293	0	0	0	0	11	9	0	0	118	3	0	0	0	545	0	0	0	0	0	1	0	0	1	0	0	0	0	134
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum	0	0	7	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum ruminicola	0	0	22	10	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum;t__Clostridium lentocellum DSM 5427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum ruminicola;t__Cellulosilyticum ruminicola JCM 14822	0	0	13	5	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	29	0	0	149	0	0	1	467	98	0	7	316	7	0	2	30	3	0	0	0	158	0	30	345	0	0	36	0	0	0	0	0	0	372	334	0	0	926	0	1	40	0	6	0	121	0	18	0	0	0	1	0	0	187	238	0	0	0	242	0	0	9	0	0	8	35	8	416	5	45	0	4	2	118	0	25	0	36	0	0	141	54	0	0	1	0	0	166	0	0	0	16	0	10	0	134	24	53	656	0	9	152	0	0	596	381	257	0	3	96	29	97	0	0	23	0	128	0	0	0	0	0	106	229	0	126	0	223	0	0	0	107	0	36	534	73	2	1	27	0	0	0	0	12	0	0	108	0	18	0	0	0	218	0	0	0	0	0	0	0	0	0	4	7	6	0	247
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus comes;t__Coprococcus comes ATCC 27758	11	0	0	1	0	9	13	21	10	2	8	67	0	85	7	5	12	9	52	38	17	25	8	9	70	54	37	2	33	0	0	21	9	100	12	96	0	22	15	25	17	1	70	11	0	23	18	9	0	8	1	13	56	58	54	0	13	60	52	20	0	13	0	8	23	27	10	10	0	1	3	20	22	12	4	5	53	1	7	38	27	5	1	25	22	0	5	13	0	0	63	1	0	37	0	22	20	25	8	0	5	7	7	10	16	4	8	9	2	7	1	3	2	10	14	8	18	2	5	0	10	0	14	0	196	12	2	4	2	47	39	10	0	5	12	23	2	2	22	0	0	0	9	0	2	0	23	8	5	18	0	48	30	7	0	36	0	0	7	0	3	24	0	6	0	4	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus comes	4	0	0	0	0	0	1	3	0	0	9	2	0	3	0	1	1	0	6	2	0	6	2	2	1	6	2	0	1	0	0	1	2	2	1	6	0	0	1	0	1	0	6	1	0	6	2	0	0	0	0	1	5	2	1	0	0	1	4	1	0	2	0	0	1	3	0	0	0	0	0	1	0	1	0	1	2	0	0	1	1	0	0	3	5	0	2	2	0	0	6	0	0	3	0	3	2	9	0	0	10	0	1	0	1	0	0	0	0	0	2	0	0	2	3	0	1	0	0	0	0	0	2	0	7	0	0	3	0	1	0	1	0	0	2	0	1	0	1	0	0	0	1	1	0	0	2	3	5	3	0	21	3	0	0	1	0	0	2	0	0	2	0	0	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus catus	31	0	0	0	4	4	2	5	19	60	15	35	0	10	19	0	14	19	15	16	13	14	21	23	25	16	20	2	92	38	0	8	8	4	13	26	1	39	5	3	24	2	18	7	6	2	13	8	22	4	0	8	25	15	22	0	0	0	54	10	0	7	0	6	21	21	4	22	5	0	6	61	20	8	0	0	23	2	4	7	5	6	0	2	5	0	9	13	2	12	9	1	4	53	48	45	34	0	15	10	6	9	11	4	33	14	21	7	3	12	3	13	1	13	8	1	6	3	3	0	5	1	10	15	51	4	1	11	7	21	0	6	6	1	35	7	2	10	13	0	9	9	2	1	18	8	2	3	2	15	0	9	20	4	3	0	5	0	0	0	2	32	21	5	0	0	6
