#OTU ID	EM086.441698	EM082.441607	EM068.441712	EM065.441667	EM059.T3.441604	EMC08.441752	EM079.441724	EM040.441709	EM044.441601	EM124.441697	EM094.T3.441588	EM062.441720	EM134.441735	EM090.T3.441662	EM039.441743	EM106.441745	EM150.441648	EM083.T3.441744	EM071.441747	EMC04.441704	EM095.T3.441590	EM034.441676	EM064.441592	EM091.441686	EM057.441605	EM145.441690	EM063.441621	EM109.441669	EM032.441683	EM061.441673	EM047.T3.441645	EM059.441715	EM056.441606	EM078.441658	EMC01.441661	EM090.441664	EM088.441638	EM070.441682	EM077.441646	EM133.441663	EM055.441603	EM156.441613	EM108.441694	EM049.441600	EM072.T3.441632	EM130.441701	EM165.441597	EM049.T3.441671	EM031.441732	EM168.441668	EM167.441702	EMC07.441636	EM146.441718	EM081.441618	EM093.441602	EM122.441699	EM152.441730	EM140.441608	EM063.T3.441695	EM052.441625	EM047.441722	EM101.441623	EM076.441622	EM102.441633	EM141.441684	EM086.T3.441746	EM054.T3.441749	EMC06.441610	EM137.441680	EM118.441693	EM056.T3.441716	EM100.441714	EMC09.441635	EM093.T3.441670	EM174.441652	EM155.441678	EM074.441596	EM103.441691	EM043.441739	EM138.441753	EM066.T3.441647	EM151.441595	EM178.441705	EM169.441653	EM144.441736	EM147.441617	EM073.T3.441721	EM036.441587	EM050.441672	EM111.441634	EM042.441674	EM136.441650	EM080.441727	EM100.T3.441627	EM110.441723	EM084.441599	EM055.T3.441626	EM065.T3.441614	EM054.441707	EM098.441733	EM159.441719	EM125.441659	EM163.441642	EM162.441728	EM089.T3.441624	EM038.441649	EM075.441644	EM179.441612	EM182.441681	EM071.T3.441734	EM066.441656	EM067.441615	EM126.441679	EM060.T3.441729	EM094.441640	EM046.441741	EM092.441616	EM173.441754	EM057.T3.441589	EM112.441630	EM113.441619	EM131.441591	EM058.441637	EM072.441643	EM077.T3.441639	EM129.441689	EM114.441710	EM089.441742	EM033.441685	EM096.441706	EM148.441631	EM222.441725	EM142.441711	EM116.441657	EM117.441609	EM149.441655	EM132.441696	EM160.441703	EMC03.441713	EM053.441738	EM098.T3.441740	EM115.441641	EM158.441731	EM166.441748	EM170.441651	EM209.441665	EMC02.441750	EM087.441726	EM107.441620	EMC05.441628	EM053.T3.441688	EM105.441629	EM085.441675	EM073.441594	EM180.441692	EM099.441708	EM069.441700	EM123.441687	EM139.441611	EM082.T3.441751	EM183.441654	EM083.441666	EM035.441593	EM037.441737	EM095.441717	EM135.441660	EM060.441677
NR_112946.1_Bacteroides_vulgatus_strain_JCM_5826_16S_ribosomal_RNA_gene__partial_sequence	306	7	1694	0	0	86	3	2	532	154	1934	2193	1187	1	476	117	1175	2357	192	1856	0	915	432	2580	291	36	0	1080	1065	1	0	810	180	1179	256	1	1476	5	1018	1668	1422	10	548	13	0	600	1330	17	4	189	217	540	973	1177	2811	1	22	7	966	454	1	503	5088	1792	256	107	5301	65	1381	133	108	123	547	1212	4	175	94	147	1947	232	357	863	979	1360	61	79	785	2216	4382	212	3	181	1719	101	1119	1896	798	1	7308	2128	754	969	700	37	0	281	519	4012	1077	2	225	422	2208	287	1773	99	150	961	23	139	1415	4	2229	0	1349	425	464	4	2713	814	835	1371	859	1067	1	1394	1505	2644	137	5521	1430	277	1110	894	208	1683	255	381	13	201	5044	313	51	941	2	1429	33	2547	1	1	50	3026	994	718	0	431	1684
NR_112935.1_Bacteroides_eggerthii_strain_JCM_12986_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	63	107	0	0	12	0	1548	9	0	0	0	0	479	0	501	0	0	1572	0	0	824	0	0	1	175	0	1	0	2555	0	0	0	17	0	8	13	0	2140	94	17	0	1	17	275	0	0	13	0	0	3	0	507	0	2	0	0	193	0	0	24	43	0	190	19	160	6	0	8	238	43	17	683	9	378	1	425	1	0	0	0	0	0	0	0	29	108	4	5	23	0	0	13	234	729	472	0	0	0	0	67	2	0	0	1	0	1	0	0	0	33	0	0	0	0	1218	0	2	136	3040	10	298	0	1	320	0	194	0	62	2	18	0	0	8	0	1222	156	1375	0	0	0	2	15	0	0	269	0	0	0	0	0	0	0	69	0	0	0	57	0	0
NR_112553.1_{Clostridium}_glycyrrhizinilyticum_strain_ZM35_16S_ribosomal_RNA_gene__complete_sequence	2	2	1	1	2	1	2	2	4	4	1	3	1	1	1	0	14	8	2	3	0	11	2	7	3	4	7	2	1	11	14	0	1	4	1	0	2	8	3	1	4	8	1	2	0	0	3	1	7	1	0	1	2	1	3	0	1	1	3	0	5	3	0	3	2	0	3	1	1	0	0	1	1	1	0	0	0	2	25	5	0	0	0	5	0	0	7	3	0	0	0	3	0	5	0	3	1	0	3	2	2	0	0	1	3	2	5	2	0	2	0	1	1	0	0	0	5	6	1	0	4	0	0	1	0	2	1	6	0	0	4	0	1	0	1	2	1	13	2	5	3	0	2	0	0	0	0	1	1	1	1	11	3	3	2	2	0	0	1	0	10	4	0	2	0	0	11
NR_109014.1_Blautia_faecis_strain_M25_16S_ribosomal_RNA_gene__partial_sequence	14	19	0	17	5	9	16	18	15	26	116	53	28	61	6	0	39	20	28	13	10	21	56	37	35	152	136	4	24	21	29	60	15	47	29	44	36	106	9	21	11	51	11	28	23	7	21	47	15	3	0	43	13	24	109	2	164	56	86	25	9	36	17	8	6	33	12	18	25	18	11	21	175	16	3	4	59	2	12	13	25	27	21	18	20	1	61	20	5	12	46	13	7	43	15	17	16	68	22	24	3	23	67	57	14	9	32	1	2	9	6	11	4	8	25	11	14	43	3	25	11	24	31	133	56	34	9	7	6	24	125	11	5	19	160	14	3	5	18	40	26	13	5	29	2	0	14	8	4	53	2	158	29	26	8	145	92	27	12	8	6	24	61	16	1	32	6
NR_108636.1_Natranaerovirga_pectinivora_strain_AP3_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
NR_104991.1_Streptococcus_infantarius_strain_HDP90056_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	62	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_104927.1_Lactobacillus_fermentum_strain_CIP_102980_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NR_104990.1_Desulfovibrio_desulfuricans_strain_Essex_6_16S_ribosomal_RNA_gene__complete_sequence	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NR_112089.1_{Clostridium}_hylemonae_strain_TN-271_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	16	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
NR_112070.1_Pseudomonas_cichorii_strain_ATCC_10857_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112008.1_Serratia_liquefaciens_strain_JCM1245_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_109655.1_Comamonas_jiangduensis_strain_YW1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_109621.1_Lysobacter_thermophilus_strain_YIM_77875_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_109636.1_Cloacibacillus_porcorum_strain_CL-84_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_111994.1_Streptococcus_sanguinis_strain_SK1_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112025.1_Streptococcus_cristatus_strain_NCTC_12479_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	0	2	2	0	1	0	0	0	0	4	0	3	1	2	0	0	7	0	0	2	0	0	1	2	0	0	0	0	2	3	2	0	1	10	0	2	35	1	0	0	31	59	0	1	1	0	3	0	1	2	8	6	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	26	0	0	2	1	0	0	0	0	16	6	9	1	1	0	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	24	0	0	3	1	0	2	0	0	2	2	0	32	1	0	1	1	1	15	0	0	0	2	3	0	0	0	0	0	1	3	0	1	0	2	0	0	6	0	0	0	0	1	0	0	1
NR_112169.1_Clostridium_perfringens_strain_ATCC_13124_16S_ribosomal_RNA_gene__partial_sequence	0	0	15	0	0	0	4	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	10	0	7	0	0	0	24	0	23	92	0	0	0	2	0	0	4	19	0	0	0	0	2	57	0	0	0	0	0	8	1	0	0	0	0	26	0	0	0	0	0	0	0	0	4	0	0	0	169	0	38	0	0	0	258	0	1	0	73	0	0	3	0	0	0	0	0	18	0	0	1	0	0	2	0	7	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	2	0	0	3	0	52	4	0	0	3	11	0	0	0	0	2	0	0	0	0	60	0	0	0	0	0	2	3	0
NR_112142.1_Bacteroides_thetaiotaomicron_strain_JCM_5827_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112093.1_Scardovia_inopinata_strain_DSM_10107_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112226.1_Clostridium_sardiniense_strain_DSM_2632_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
NR_112693.1_Lactobacillus_acidipiscis_strain_NBRC_102163_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112690.1_Lactobacillus_plantarum_strain_NBRC_15891_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112933.1_Bacteroides_cellulosilyticus_strain_JCM_15632_16S_ribosomal_RNA_gene__partial_sequence	0	0	43	0	2	97	0	171	27	38	113	309	196	152	0	13	310	0	0	66	170	0	0	1	104	6	810	2	46	342	0	207	0	0	1	263	2450	323	1	39	43	134	3	51	104	1	118	60	0	46	26	86	34	110	23	0	984	0	200	0	0	50	225	0	223	0	169	0	1	0	0	0	13	68	1751	2	0	67	1	10	46	2	2	144	0	143	834	3	215	11	1	0	0	0	131	135	39	1	137	194	7	19	1	1	0	56	0	249	189	1109	10	188	1	0	370	0	24	5	6	1	0	632	0	600	1	0	269	8	0	706	667	81	29	140	363	3	0	3	2	22	200	32	2	0	60	325	0	0	0	0	13	4	0	1203	5	0	3	0	539	0	481	0	10	1	24	59	16
NR_112779.1_Bifidobacterium_kashiwanohense_strain_HM2-2_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	1	6	0	0	6	0	10	0	0	0	0	0	3	0	2	0	5	0	0	11	0	0	0	0	2	0	0	0	17	2	1	0	0	0	0	1	0	0	0	1	0	0	80	25	7	1	0	1	0	0	1	0	0	0	14	63	0	0	72	0	0	0	0	0	1	39	0	0	76	0	0	1	798	21	0	0	0	0	0	13	0	0	0	35	3	0	1	0	0	0	1	0	0	0	19	0	0	2	0	42	2	95	9	65	0	19	0	0	0	2	68	0	0	0	0	0	0	4	0	0	5	0	97	0	0	102	2	0	0	0	0	0	62	0	0	1	0	0	0	42	0	0	5	21	12	10	8	0	12	0	0	19	0	0	0	1	11	0	0	0
NR_112931.1_Bacteroides_acidifaciens_strain_JCM_10556_16S_ribosomal_RNA_gene__partial_sequence	3	1	1	0	0	0	0	0	17	0	0	0	0	0	0	6	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	3	4	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	2	0	1	0	0	0	0	19	0	0	0	0	0	0	0	3	1	0	0	0	1	0	2	1	1	1	0	1	0	1	0	0	0	0	3	0	0	158	0	1	0	2	0	1	0	0	0	4	0	2	2	0	1	0	4	2	1	3	0	3	0	0	0	0	0	0	4	0	2	0	0	0	1	3	0	0	0	6	0	0	1	1	6	0	0	1	0	0	0	0	0	1	0	0	0	0	4
NR_112902.1_Phascolarctobacterium_succinatutens_strain_YIT_12067_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	1	0	42	0	7	0	0	0	7	0	5	0	0	0	0	0	59	0	0	0	0	0	0	0	44	0	103	1	0	5	2	2	0	6	9	0	0	0	0	0	0	11	11	24	0	2	0	0	0	0	0	0	17	0	12	0	0	0	0	0	0	0	23	2	23	0	10	3	20	0	0	0	0	0	0	0	0	0	0	102	38	0	0	0	0	0	0	4	100	0	0	1	6	0	5	0	0	0	0	0	39	0	17	0	0	0	0	0	6	0	3	7	0	0	0	18	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112835.1_Parabacteroides_gordonii_strain_MS-1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
NR_112900.1_Christensenella_minuta_strain_YIT_12065_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NR_112882.1_Lactococcus_fujiensis_strain_NJ_317_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_112945.1_Bacteroides_uniformis_strain_JCM_5828_16S_ribosomal_RNA_gene__partial_sequence	176	536	229	0	229	135	219	721	332	464	1056	352	167	1104	1890	96	601	1397	224	396	557	266	397	988	348	694	7	454	812	847	2	1401	1445	151	263	948	115	1433	95	799	31	28	87	116	81	159	258	752	865	299	154	207	289	538	405	0	2	986	725	519	0	209	137	864	25	94	314	110	289	113	167	75	222	516	3	11	39	960	63	279	140	271	17	927	10	156	248	264	64	1252	598	983	86	94	129	756	22	0	147	562	75	546	651	786	1070	37	191	1210	13876	832	16	538	1114	936	631	11	72	1294	19	1	126	355	139	126	357	298	1069	681	1277	885	2917	320	221	891	378	203	883	197	88	360	553	1242	349	350	176	993	327	921	11	250	204	41	281	329	567	347	666	0	1462	339	201	1066	765	296	49	959	547
NR_112939.1_Bacteroides_nordii_strain_JCM_12987_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	2	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	159	0	0	42	0	0	2	0	1	0	35	0	0	0	96	28	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	108	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29	0	0	0	11	0	2	26	0	0	10	0	10	0	0	1	2	0	0	49	0	0	2	0	2	28	0	0	0	0	0	146	13	0	1	0	0	5	0	0	0	38	28	0	133	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	43
NR_112936.1_Bacteroides_fragilis_strain_JCM_11019_16S_ribosomal_RNA_gene__partial_sequence	117	2	1579	344	0	1	0	654	0	354	41	37	10	0	109	0	38	77	35	0	0	186	0	296	0	212	1791	2	20	0	30	505	91	2	4	1	39	1405	0	5	0	631	0	73	49	692	426	180	0	139	19	0	157	82	4	0	681	1	289	0	2725	0	341	155	0	133	0	0	0	18	121	6	13	1	1308	0	2	1584	58	167	0	66	215	12	3	1324	49	0	52	695	1151	212	0	3	128	187	0	276	1	743	446	1	60	1	1134	597	5	2	737	765	0	0	3	0	19	0	0	14	19	3	1	1324	5	194	0	2	20	312	16	0	1433	15	734	2	1	0	436	12	7	49	924	672	0	22	284	49	0	0	1	0	150	7	0	306	46	0	5	0	759	0	77	324	2	0	0	219	0
